"gene"	"entrez"	"MCF7"	"VCAP"	"MCF7_s"	"X22RV1"	"LNCAP_s"	"DU145"	"LNCAP_g"	"PC3"
"LMO4"	8543	0.248276	0.182096	-0.2383794	-0.4236799	-0.2703107	-0.1060618	-0.343599644466	-0.30325008049
"LMO7"	4008	0.1163807	0.2119887	0.5255425	0.3487841	0.3490679	0.2779849	0.0783475885456	0.0824872310422
"LMOD1"	25802	0.0134356	0.1188169	-0.10646806	0.06536236	-0.27196446	-0.30735498	-0.185906121673	0.358027422475
"LMOD2"	442721	0.3445326	0.348232	0.0110291	-0.08039731	-0.05188063	0.07055306	-0.0018310322203	-0.181232373201
"LMOD3"	56203	-0.14146918	-0.06858958	-0.07057279	-0.35291198	-0.05197641	-0.05652584	0.101833836818	0.385557380616
"LMTK2"	22853	0.01322126	0.14507444	0.004758745	-0.006808196	0.153497012	0.054032402	0.112057598017	0.109322404729
"LMTK3"	114783	0.05505555	0.10248718	0.016418931	0.017251984	-0.004123196	-0.041824613	0.197550890309	0.309121248291
"LMX1A"	4009	0.152146383	-0.004096507	-0.2318289	0.2958627	0.1162567	0.101158	0.150388514414	0.175053751349
"LMX1B"	4010	-0.26477274	0.01415616	-0.32162766	-0.0328671	0.10596142	-0.06319772	-0.284466349775	-0.449178770024
"LNP1"	348801	-0.25400491	0.01267672	-0.03043059	-0.11642609	-0.01391942	0.06156272	0.0435931159642	-0.135108641174
"LNPEP"	4012	-0.1515894	-0.04489205	0.22752468	0.12543818	-0.14203093	-0.05308098	-0.314330422278	-0.685193206495
"LNPK"	80856	0.10135343	0.07307782	-0.131924319	0.196898776	-0.007921528	0.120716303	-0.0854249858865	0.181068394959
"LNX1"	84708	0.09132619	0.13569022	0.09275932	-0.11069539	0.21643286	-0.10301408	-0.142862480378	-0.185726034984
"LNX2"	222484	0.19411267	0.08741408	0.1387866	-0.2225879	0.1190432	-0.0800301	-0.0914191067158	-0.0713049361688
"LONP1"	9361	-1.3613846	-0.7131097	-1.71072	-1.205797	-1.385189	-1.15488	-1.8975299413	-1.79639361337
"LONP2"	83752	0.1661521	0.2624942	-0.001367993	0.158403538	-0.072589389	0.132673882	0.0932828097375	-0.128829100468
"LONRF1"	91694	0.2155253	-0.2248136	0.275201	0.3357157	0.2571652	0.1504281	-0.0906805052977	-0.123294397387
"LONRF2"	164832	0.15486046	0.07719573	-0.4063337	-0.3664466	-0.1879302	-0.1093725	-0.136058533614	-0.0124920778462
"LONRF3"	79836	0.04161694	-0.02660005	0.14723335	0.08696501	0.06494065	0.08151985	0.133567195415	0.265284853941
"LOR"	4014	0.03474317	0.14918687	0.008499187	-0.175676378	0.047158441	0.238717117	-0.290801371337	-0.186401040527
"LOX"	4015	0.3270481	0.388308	-0.0336764	-0.2787819	-0.1341751	-0.1590342	0.16032902128	0.0309888255775
"LOXHD1"	125336	0.3099663	0.2108235	-0.15947199	0.4794947	0.04983828	0.15872213	0.283953485779	0.248031498454
"LOXL1"	4016	0.02806142	-0.31541915	0.02079824	0.04716413	0.09627023	0.10708213	0.294107683031	0.506068278498
"LOXL2"	4017	-0.1219413	-0.2314941	0.154066261	0.149006593	0.129178123	-0.002552485	-0.10418905845	0.351003021879
"LOXL3"	84695	-0.3661826	-0.1894916	-0.05621646	-0.33648757	-0.11929462	-0.08319141	0.0447756723715	0.179094231798
"LOXL4"	84171	-0.07160839	-0.4200001	-0.08342608	0.190008	-0.09509398	-0.00740072	-0.452993031112	-0.242290271609
"LPA"	4018	-0.6159754	-0.4247016	0.345528809	0.101599102	0.002478662	-0.084036007	-0.471422239377	-0.303639761548
"LPAR1"	1902	0.01419034	0.003477935	-0.28669844	-0.06300025	-0.01864147	-0.26330725	-0.0349107774268	-0.68298546858
"LPAR2"	9170	-0.3533316	0.1322264	0.009434308	0.065961223	-0.003621994	0.065607154	-0.319741884743	-0.805652171667
"LPAR3"	23566	-0.04081485	0.18475242	-0.04738038	0.11658426	-0.10835325	-0.19555224	-0.0917160770789	-0.449117843066
"LPAR4"	2846	0.1035041	0.2123717	0.01329205	0.12909872	0.09426524	0.09417362	0.259612373435	-0.0855497107407
"LPAR5"	57121	0.05956056	-0.14375167	0.02664619	-0.12071687	-0.08428059	-0.12179377	-0.0395842265209	-0.131597411651
"LPAR6"	10161	-0.22884762	-0.01676043	0.38570518	-0.09045623	0.24268041	-0.10114323	-0.729598032599	-1.00148993873
"LPCAT1"	79888	0.03566881	-0.15551045	0.36133672	0.06783936	0.12663861	0.13285999	0.127583925546	0.417780388401
"LPCAT2"	54947	0.157102	0.2613698	0.26685199	0.02559235	0.1312888	0.22995588	0.198815870773	0.0799476273181
"LPCAT3"	10162	-0.534871	-0.1387893	-0.1753423	-0.463113	-0.2177844	-0.2711806	-0.380685463698	-0.271032004233
"LPCAT4"	254531	-0.1154021	0.0717952	-0.2504659	-0.2520812	-0.1015588	-0.1664306	0.267233288955	0.100264334758
"LPGAT1"	9926	-0.01202434	-0.12690636	-0.2547941	-0.4126175	-0.0693154	-0.1714387	-0.212341405537	0.156830442674
"LPIN1"	23175	0.16147777	0.06901108	0.11646588	-0.05266863	0.02188831	0.07598364	0.165384626399	-0.0445217429763
"LPIN2"	9663	0.03317335	0.01617311	0.12159102	-0.05164172	0.21894244	0.04302756	0.260386035066	0.522099393863
"LPIN3"	64900	0.3123493	0.2550968	0.01168248	0.15956419	0.09169843	0.13176233	-0.0192656051329	-0.129756797477
"LPL"	4023	0.2121252	-0.1238656	0.2162207	0.1251616	0.1382872	0.3062829	0.00493280981654	0.548533874405
"LPO"	4025	-0.42358603	0.03399782	0.00317912	0.10238475	-0.04320536	-0.0678182	-0.665698256404	-1.64502107834
"LPP"	4026	0.01646287	0.0170483	0.13072284	-0.22404572	0.04638023	0.02669902	-0.497336169864	0.387123292725
"LPXN"	9404	-0.01729852	0.01508087	0.016810372	-0.008964665	0.164640777	0.139022316	-0.182903931684	0.135056080344
"LRAT"	9227	0.0759837	-0.04023402	0.21873174	0.12113308	0.08641436	-0.05313985	-0.433430247381	-0.401206561891
"LRBA"	987	0.14349169	0.06903488	0.048010348	0.006516824	0.055847601	-0.010467215	-0.297462215068	-0.432797870474
"LRCH1"	23143	0.05004352	-0.02722482	-0.02629781	-0.14214232	0.09035613	0.03862571	0.0247371443411	0.125776841736
"LRCH2"	57631	0.177283	0.1280103	-0.09129817	0.08383469	-0.02221297	-0.0203496	0.0561578844115	-0.101965179034
"LRCH3"	84859	-0.34319517	-0.07677608	-0.16016768	-0.11411643	-0.02395934	-0.05603861	-0.0133845498246	-0.364653487048
"LRCH4"	4034	-0.4930622	-0.2432976	-0.1946034	-0.4312662	-0.1094002	-0.0358466	-0.320412735144	-0.731579190077
"LRFN1"	57622	0.09578068	-0.10353151	-0.05026801	-0.22708017	-0.13781188	-0.4012098	0.0953836201092	0.275504606145
"LRFN2"	57497	0.1038059	0.0538469	-0.047234748	0.018661776	-0.003899995	0.03382928	0.031396264795	-0.0546378990104
"LRFN3"	79414	0.2013392	-0.1585019	-0.1746303	-0.1936726	-0.2511479	-0.3869178	-0.0218428147906	0.00150721790997
"LRFN4"	78999	-0.4858341	-0.4956931	-0.27437468	0.12090867	-0.04180703	0.0103736	-0.16755328653	-0.24122579295
"LRFN5"	145581	0.05159223	0.07299054	0.288248437	0.007384714	0.222333308	0.080556135	0.100299443213	-0.223373727818
"LRG1"	116844	-0.1184353	-0.1899943	-0.2384584	-0.167884	-0.2660046	-0.1779018	-0.140315525894	0.0502841526006
"LRGUK"	136332	0.1517403	0.240954	0.059374824	0.116316923	-0.001309878	0.02272322	0.126131584952	0.687985276899
"LRIF1"	55791	-0.3539033	0.02078874	-0.3323171	-0.12814177	-0.23024563	-0.07537046	-0.0582659003484	0.258688637228
"LRIG1"	26018	-0.1186258	-0.4653192	0.17241998	-0.06118341	-0.13277843	-0.1762928	-0.339747970575	-0.058080108428
"LRIG2"	9860	-0.36457602	0.04994882	-0.4713198	-0.2912881	-0.2174774	-0.2397339	-0.338343056932	-0.22005922832
"LRIG3"	121227	0.1425753	0.1084512	-0.13100766	-0.35913648	-0.09866661	0.15000502	0.151767079182	0.550458610327
"LRIT1"	26103	-0.3300361	-0.3771887	-0.03191514	0.04855029	-0.14087991	0.08778453	-0.0690159642479	0.0201555949116
"LRIT2"	340745	0.3815952	0.2315998	-0.31762982	-0.06154867	0.03410647	0.10531081	-0.276172747816	-0.392554906672
"LRIT3"	345193	0.326986	0.4049585	0.21467743	0.05791135	0.10553812	-0.02950578	-0.0720565251954	-0.300636897437
"LRMP"	4033	0.15797558	-0.06436895	-0.1220775	-0.304513	-0.1349091	-0.2853667	-0.123575491541	-0.448365733797
"LRP1"	4035	-0.4185871	-0.2862003	-0.2076718	-0.4261859	-0.1675652	-0.2559731	-0.193146651815	0.0444911495345
"LRP10"	26020	-0.10440724	0.08363029	0.090539032	-0.024353071	-0.205250003	0.003391049	-0.095157688106	-0.0894267880393
"LRP11"	84918	0.2224615	0.123197	0.17632693	0.11051516	0.06859382	0.16509103	-0.0168282571441	-0.253045083145
"LRP12"	29967	-0.1378498	0.2761062	-0.24491674	-0.12504417	-0.05162781	0.11089115	0.00704677094251	-0.473459537433
"LRP1B"	53353	-0.4777137	-0.2204148	-0.27221778	-0.07052896	-0.2228343	-0.33826854	0.0710937993813	-0.0128234437184
"LRP2"	4036	-0.1278408	-0.0179086	-0.30535229	-0.01905281	-0.17666919	-0.11873425	0.0291798459297	0.1899765077
"LRP2BP"	55805	0.21426285	0.01645426	0.194923113	-0.007962545	0.03645979	0.073289528	-0.201220244731	-0.116446308306
"LRP3"	4037	-0.1651101	0.0407345	0.05961465	0.29878114	-0.05758205	-0.21013162	-0.479530411609	-0.762163171794
"LRP4"	4038	-0.3012377	-0.1847817	-0.6388298	-0.3882434	-0.2069638	-0.366226	-0.00733292682815	-0.218677788911
"LRP5"	4041	0.08828345	-0.10350805	-0.007067385	-0.025214845	-0.199616841	-0.027024049	-0.701057526465	-0.397964650654
"LRP5L"	91355	-0.04733978	-0.21284636	-0.08263485	0.01472586	0.0371993	-0.22149703	-0.0104910696844	-0.178347504149
"LRP6"	4040	-0.03232512	-0.04042828	0.032807884	0.131562072	-0.036224528	0.005652678	-0.29370260688	0.00745573194859
"LRP8"	7804	-0.2639396	-0.2296213	-0.21487449	0.04275323	0.05189891	-0.17626489	-0.10870644543	-0.306104780933
"LRPAP1"	4043	-0.275474123	0.009953205	-0.03946872	0.17433971	-0.07725622	0.12067965	-0.462901823757	-0.0777206988483
"LRPPRC"	10128	-1.209889	-0.505057	-0.910452	-0.3598158	-0.4494235	-0.565011	-1.18544008002	-0.510963628335
"LRR1"	122769	-1.580667	-2.257382	-1.754129	-2.308992	-1.885979	-1.948412	-0.998903506644	-0.432932005632
"LRRC1"	55227	-0.1262603	-0.2139169	-0.3572763	-0.39627	-0.1076185	-0.3149705	0.0157480189133	-0.263481382103
"LRRC10"	376132	-0.18071203	-0.05402477	-0.29893873	-0.02097712	-0.1504143	-0.21591973	-0.0731354668862	0.215037749873
"LRRC10B"	390205	-0.45195039	-0.09839587	-0.13671643	-0.2818026	-0.07194486	-0.02881413	-0.111957918301	-0.0620364500095
"LRRC14"	9684	0.1904464	-0.2769096	0.10970798	0.08571765	0.01502382	0.11956166	-0.214461392097	-0.0378646339353
"LRRC14B"	389257	0.31026376	-0.08062154	0.6630132	0.3018325	0.2457287	0.2967092	0.173954391936	0.0795878972794
"LRRC15"	131578	-0.1395832	-0.4630204	-0.227183992	0.122192495	0.005683895	-0.08555038	0.0541742577117	0.345898557462
"LRRC17"	10234	-0.33882842	-0.03854464	-0.308556233	0.001541997	0.095367081	0.105052362	-0.00354310848527	-0.0765558628151
"LRRC18"	474354	0.13134197	0.06726541	0.124141473	0.002733192	0.205200866	0.125356997	-0.0681046006458	-0.436794523957
"LRRC19"	64922	0.2366121	0.3950893	0.12523166	0.17554629	0.02744479	0.08971726	-0.163616083225	0.0351950736934
"LRRC2"	79442	-0.33080068	-0.09928317	0.33202291	-0.01727315	0.26310027	0.10719209	-0.545982546083	-1.88257442116
"LRRC20"	55222	0.08262464	0.02140541	-0.210198021	0.005397572	0.039459477	0.207064478	-0.112352558615	-0.499429613653
"LRRC23"	10233	0.0007717776	0.1365855933	0.142106977	-0.246470255	0.064866144	0.007823735	-0.016353053016	-0.225427887926
"LRRC24"	441381	-0.08486463	-0.20042159	0.28343784	-0.06714719	0.12825203	0.05119063	0.37103026763	-0.0807226785778
"LRRC25"	126364	-0.5930787	-0.1769	0.1331784	0.2735139	0.2307188	0.22134	0.0541644933152	0.026900595298
"LRRC26"	389816	0.0138369	-0.02667706	0.10171594	-0.15707716	0.00326031	0.14869075	-0.266972387228	-0.124706649796
"LRRC27"	80313	0.22439156	0.09574366	0.11535481	-0.07517193	0.15454948	0.11137393	-0.330955238739	-0.216344287292
"LRRC28"	123355	-0.1090055	-0.1785775	-0.009578185	-0.098279548	-0.114264365	-0.064572187	-0.0215692299366	0.112406221874
"LRRC29"	26231	0.001660864	0.158594519	0.2497691	-0.01414373	0.03392565	0.19075039	-0.00150652762971	0.212557337404
"LRRC3"	81543	-0.2280069	0.4010451	0.05646177	-0.17762067	0.09032371	0.28667501	-0.383641964185	-0.249917816312
"LRRC30"	339291	0.18826476	0.06692428	0.05713354	-0.05713701	0.06428704	0.13081975	0.245512330748	0.333683846165
"LRRC31"	79782	0.05137314	0.15321865	-0.18623935	-0.06864183	0.06875853	0.15068959	-0.0550766362206	-0.0427506361876
"LRRC32"	2615	-0.154646	-0.1662801	-0.21115505	0.15402066	0.03041854	0.31236706	0.335559308691	0.655682979628
"LRRC34"	151827	0.15030153	0.08275632	-0.07941151	-0.23131427	-0.16380566	-0.06000896	0.271932211325	0.528583024194
"LRRC36"	55282	0.1565064	0.3031825	0.122484169	-0.004447634	-0.000598076	0.1014528	0.109891843676	-0.178378423088
"LRRC37A3"	374819	-0.5037522	-1.0154731	-0.11332007	-0.30341176	-0.14173734	-0.06222259	-0.235818841291	0.0264140732307
"LRRC37B"	114659	-0.7764376	-0.8415338	-0.2178926	-0.3044235	-0.1885935	-0.1969526	0.60055475619	0.86950470461
"LRRC38"	126755	-0.23170298	-0.02253871	0.2776441	0.2156793	0.1964407	0.1701933	0.227147301244	0.451374707736
"LRRC39"	127495	-0.16457633	0.05085643	-0.30099847	-0.13015969	-0.45872286	-0.08838769	0.0896238530405	-0.00652565394469
"LRRC3B"	116135	-0.001067069	-0.063972233	0.17197243	0.19358687	0.13158194	0.07327793	-0.436196958814	-0.628234504604
"LRRC3C"	100505591	0.00502093	-0.20700523	0.06317396	0.08597855	-0.22698332	-0.08788019	-0.0929913018263	-0.264638327184
"LRRC4"	64101	0.3993467	0.1873082	-0.083958495	-0.121646046	0.005501346	-0.021737769	-0.239773830034	-0.423035408855
"LRRC40"	55631	0.1732647	0.1913855	-0.14502063	-0.02687285	-0.1254867	-0.05065941	0.518937283683	0.820590091566
"LRRC41"	10489	0.02798873	0.35950936	-0.18225569	0.12706291	-0.02494637	0.02902684	0.0940811627328	0.182200700216
"LRRC42"	115353	0.2149573	0.112615	-0.08493265	-0.20468934	-0.19064016	0.15260033	-0.34470340224	-0.53667403096
"LRRC43"	254050	-0.08327252	-0.10932734	-0.0641416	-0.1823981	-0.1468335	-0.3286193	0.0722030599972	-0.335801951014
"LRRC45"	201255	-0.377803	-0.3418184	0.1608975	-0.1766859	-0.1615992	-0.1104025	-0.486039942592	0.099941301706
"LRRC46"	90506	-0.3241812	-0.2136616	0.002995547	-0.322577074	-0.179418013	-0.266218478	-0.0929212548228	-0.658549427444
"LRRC47"	57470	-0.43473168	-0.01242388	0.28652254	0.07662128	0.16356183	0.21718621	-0.157114629331	0.0719832434903
"LRRC49"	54839	0.11766514	-0.06613032	0.019031268	0.008685961	-0.067777987	0.103963478	-0.0487599267879	-0.182867901102
"LRRC4B"	94030	-0.22432155	-0.09494147	0.02173142	0.25542539	0.04489909	0.01615218	-0.0104665365478	0.101935058504
"LRRC4C"	57689	0.06688212	0.2321614	-0.09554179	-0.26223988	-0.20092274	-0.20864772	0.0543586735609	0.283919034143
"LRRC52"	440699	0.2050821	0.2899002	-0.33217732	0.12445573	0.0655573	0.05496009	-0.332041344728	-0.350263620918
"LRRC55"	219527	0.00957714	-0.29959517	0.06581127	0.05332173	-0.03968791	0.13126047	-0.269193139658	-0.810249147281
"LRRC56"	115399	-0.20409756	-0.04135801	0.192111607	-0.009138887	0.113126473	-0.033036136	-0.0986091163232	0.248986360115
"LRRC57"	255252	-0.19295042	0.00337559	0.02326888	-0.06665302	0.0856716	-0.08878144	0.263310878025	-0.0145112148937
"LRRC58"	116064	-0.04539153	-0.12329636	0.033134565	-0.006129625	-0.133665509	0.124432987	0.244195933465	0.109389862863
"LRRC59"	55379	-0.03180543	-0.08803896	-0.10261608	-0.06911127	-0.08194089	0.05828301	-0.514984823656	-1.34732633219
"LRRC6"	23639	0.15746296	0.04851153	0.279761268	0.009790257	0.159790985	0.12873522	-0.0810392322401	0.474703385177
"LRRC61"	65999	-0.01401503	0.15673232	0.2780639	0.5340633	0.3326367	0.3151525	0.0162665440991	-0.221674155675
"LRRC63"	220416	0.18507663	0.05652606	0.03075243	-0.05857046	0.08712356	0.1248585	-0.224567879613	-0.720396156703
"LRRC66"	339977	-0.01808605	0.34312174	0.23755269	0.11396503	0.06033296	-0.03736569	-0.193965944829	-0.633874656101
"LRRC7"	57554	0.1485963	0.3263213	-0.17220441	0.01140898	-0.03651261	-0.08475557	0.495745484157	0.748582836318
"LRRC70"	100130733	0.4582301	0.208022	0.2501861	0.3457044	0.2677284	0.1789288	0.0583675663354	-0.397071228199
"LRRC71"	149499	-0.12497673	-0.02704426	-0.3423571	-0.2751203	-0.2781639	-0.4409224	-0.253791211202	-0.147160204716
"LRRC72"	100506049	-0.08916659	0.1469082	0.32477445	0.02731621	0.14910608	0.28059422	0.029665557994	-0.398813934226
"LRRC73"	221424	-0.311451	-0.2592769	-0.2279786	-0.3669334	-0.1651557	-0.2254209	-0.171165010574	-0.317955988143
"LRRC74A"	145497	-0.2454914	0.1961316	-0.21110366	-0.23671597	-0.02692859	-0.0768262	-0.0869031551924	0.154585595206
"LRRC75A"	388341	-0.03353121	-0.23994842	0.1312086	0.1189695	0.1930085	0.128999	-0.246603768574	-0.45508947071
"LRRC75B"	388886	-0.1064296	-0.2205453	-0.07319971	-0.37836443	-0.21270514	-0.21518381	-0.121378388521	-0.106458939317
"LRRC8A"	56262	0.008556229	-0.255078037	0.10638094	0.24160351	0.07771879	-0.03415209	-0.426509191531	-0.344933500629
"LRRC8B"	23507	-0.22426602	0.02477742	-0.025041135	0.137063599	-0.004879673	0.027843356	-0.558675858255	-1.24705133691
"LRRC8C"	84230	-0.1124143	0.175713	-0.2651845	-0.1144727	-0.3425949	-0.2525136	-0.197576676227	-0.590321882508
"LRRC8D"	55144	-0.518325	-0.4204756	0.004267642	0.171051473	0.016693855	-0.00898088	0.142670192456	-0.268392740843
"LRRC8E"	80131	-0.06904009	-0.23280373	-0.39561824	-0.14351481	-0.24255975	-0.03701521	-0.155268479207	-0.517230884912
"LRRCC1"	85444	-0.06156022	0.13147411	0.03025665	0.17629706	0.05062053	0.13017679	-0.0636527508462	0.246625706547
"LRRD1"	401387	-0.15889621	0.02736245	-0.362931413	-0.103911027	-0.009118287	0.125394814	0.0222405391648	-0.233262805675
"LRRFIP1"	9208	-0.11915483	0.01530486	0.07359512	-0.15863319	-0.10563005	-0.13561449	0.385381975159	0.575278725999
"LRRFIP2"	9209	0.1888958	0.3222115	0.14618663	0.19278484	0.13240861	0.09426761	-0.323121953647	-0.367452519823
"LRRIQ1"	84125	0.42593566	0.05365229	-0.2402536	-0.1157436	-0.1953871	-0.07785	-0.0460664222634	0.329380602837
"LRRIQ3"	127255	-0.07304449	-0.07257742	0.08705143	0.21550296	0.32616618	0.14227871	0.375108808584	0.99192911508
"LRRIQ4"	344657	-0.08361923	-0.07285348	-0.15818956	-0.04204203	0.08708847	0.06198878	-0.331883319819	0.110795182579
"LRRK1"	79705	0.1247799	0.1391506	0.31775362	0.16929596	0.06216767	0.22259027	0.220442048724	-0.121127987361
"LRRK2"	120892	-0.1646347	-0.0719251	-0.1021586	-0.2698885	-0.2424494	-0.2661079	0.00795147418761	-0.132638907163
"LRRN1"	57633	0.05982283	0.08607346	-0.01963384	0.07824862	0.12426675	-0.02179453	0.0201959144397	0.0534617329622
"LRRN2"	10446	-0.42194877	-0.01959511	-0.6837442	-0.1058724	-0.2223949	-0.270001	-0.497486404871	-0.643550319352
"LRRN3"	54674	-0.3218862	-0.1696375	-0.06080812	0.40112472	0.20553329	0.15307976	-0.175412585646	-0.129708487891
"LRRN4"	164312	0.144397807	0.005886579	0.04955145	0.30443014	0.23384421	0.17946309	0.293734776609	0.22460090124
"LRRN4CL"	221091	-0.1994579	-0.2022856	0.28500976	0.10195962	-0.05704314	0.09122398	-0.0448918534886	-0.00787564138897
"LRRTM1"	347730	0.06623423	0.14340542	0.1024603	-0.2425239	-0.0628782	0.1736423	-0.0167427188835	-0.0157461801448
"LRRTM2"	26045	0.20873056	-0.01716294	-0.40408661	-0.01656356	-0.00265604	-0.08287641	-0.449658828675	-0.216477391923
"LRRTM3"	347731	-0.08491087	0.06148687	-0.009000833	-0.023288641	-0.085702765	-0.055536812	-0.586854166162	-1.57599291898
"LRRTM4"	80059	-0.005661507	-0.14483714	0.039903	0.19224257	-0.07657665	0.114958	0.103796676867	0.0444384854041
"LRSAM1"	90678	0.126999	-0.3069806	0.01565726	0.23559204	0.13187254	0.08247646	-0.0610910917412	0.331345571792
"LRTM1"	57408	0.1797946	0.1128313	-0.3121134	-0.4913184	-0.2959798	-0.3091036	-0.18029089354	0.014556505075
"LRTM2"	654429	0.28158651	0.07757277	0.2613515	0.1402412	0.1271888	0.1532798	-0.460956542981	-0.347964137897
"LRTOMT"	220074	-0.076728015	-0.004203869	-0.34264004	-0.05431877	0.11696797	0.07771139	-0.314607647596	-0.289404953268
"LRWD1"	222229	-0.3861263	-0.5136406	-0.002025876	-0.18604784	0.063415329	0.135379005	-0.307497229888	0.160526627986
"LSAMP"	4045	-0.06330656	0.24865497	0.23064684	0.23379382	0.05472094	0.19577972	-0.1428445361	-0.577529117694
"LSG1"	55341	-0.9095977	-0.9217041	-1.261584	-1.104509	-1.175596	-1.07836	-0.451630833999	0.163974565529
"LSM1"	27257	-0.1756069	-0.1080633	-0.09447768	0.23467517	-0.0752319	0.01633442	-0.192587096572	-0.27561983573
"LSM10"	84967	-0.3930937	-0.8122303	-0.519788	-0.5571193	-0.6564965	-1.0811191	-0.789030143242	-0.358489086709
"LSM11"	134353	-0.1564428	-0.8219425	-0.5604349	-1.1437837	-0.8805694	-1.0976884	-1.63630186319	-1.52493147721
"LSM12"	124801	-0.3558191	-1.0409983	-0.1916972	-0.284724	-0.5112066	-0.2582216	-0.559806613324	0.310750165961
"LSM14A"	26065	-0.5436926	-0.5717978	-0.8574269	-0.5502917	-0.6881691	-0.5767918	0.155475455894	0.378554869105
"LSM14B"	149986	-0.0008570048	0.200549649	0.19144793	0.23626217	0.01855272	-0.03347141	0.336292732745	0.42423872008
"LSM2"	57819	-1.955145	-2.581206	-1.457186	-1.153327	-1.773517	-2.056744	-1.37515279661	-1.92630624128
"LSM3"	27258	-1.18521	-1.136907	-1.241807	-1.772735	-1.579504	-1.773207	-0.550409977049	-0.696606253013
"LSM4"	25804	-0.8459038	-0.9571203	-1.762263	-1.772673	-2.028425	-2.150929	-0.815883976019	-1.07646232383
"LSM5"	23658	-0.6511344	-0.5779444	-0.9763756	-1.1830413	-1.3233349	-1.3297804	-0.223223410132	0.126948899949
"LSM6"	11157	-0.9244924	-1.3913216	-0.6622818	-0.6044866	-1.0490008	-0.9026438	-0.48840977038	-0.220830815904
"LSM7"	51690	-1.895425	-1.379284	-1.859917	-1.54018	-1.932971	-2.177234	-1.39449128687	-2.09773749903
"LSM8"	51691	-1.524319	-1.893317	-0.7809248	-0.3911866	-0.9137809	-1.0718381	-1.08352098853	-1.17438248092
"LSMEM1"	286006	-0.02809492	0.24121758	-0.3006278	0.1223564	0.0708724	0.1383969	0.0858652442839	-0.622797691147
"LSMEM2"	132228	-0.1532878	0.122557	-0.10018624	-0.07303298	0.13741603	-0.02920307	-0.41913530147	-0.383346130441
"LSP1"	4046	-0.08165959	-0.37212624	-0.10806518	0.32278993	0.04641458	0.01801815	-0.293115097617	0.225064189383
"LSR"	51599	0.4182072	0.2640749	-0.15792353	-0.3181485	-0.01875644	-0.18026107	-0.350572962874	-0.703104457229
"LSS"	4047	4.498487e-05	-0.005276317	0.22219386	0.03412367	0.1778061	0.07286977	-0.058793901584	-0.435614502723
"LST1"	7940	-0.4834285	-0.6817299	-0.4053267	-0.4612212	-0.4494764	-0.5434245	-0.183404023391	-0.530467689327
"LTA"	4049	-0.07701408	-0.22619082	0.09816858	-0.05024304	-0.0384364	0.10552199	-0.313840978392	-0.416097986853
"LTA4H"	4048	0.09564746	0.05928823	-0.04030117	-0.1393354	-0.0398356	-0.28353785	0.0301453642597	-0.245001886463
"LTB"	4050	0.2158886	-0.0686785	-0.19449631	-0.25410748	-0.04098585	-0.1101613	0.0209460833347	-0.368213114671
"LTB4R"	1241	-0.3237842	-0.147645	-0.2207762	-0.3089677	-0.3458492	-0.1529743	-0.513478574135	-0.407404424739
"LTB4R2"	56413	-0.4873879	-0.6324323	0.3313693	-0.3430822	-0.1456411	0.1764656	-0.56277814654	-0.474424661742
"LTBP1"	4052	0.28086772	0.06373463	-0.216203648	-0.010531771	0.007735258	0.004916498	-0.0348005112182	0.057886346493
"LTBP2"	4053	-0.02710901	0.2984404	-0.18185081	-0.22888909	-0.06662242	-0.04301398	-0.349166666581	-0.664100856939
"LTBP3"	4054	-0.7881444	-0.5869153	0.02388574	0.09398213	-0.07788846	0.00164384	-0.202450191846	-0.436075974137
"LTBR"	4055	0.2501269	0.1006866	0.174894423	-0.016441038	0.005214059	0.032585015	-0.318307884928	-0.240856356662
"LTC4S"	4056	-0.107565632	0.005868028	0.0343402285	-0.3087478006	0.0004089308	-0.0691924657	-0.0525493833101	0.203914611367
"LTF"	4057	-0.07169274	-0.1727243	-0.09296468	-0.45902776	-0.45740732	-0.5545486	-0.381695311714	-0.382305752651
"LTK"	4058	0.2270337	-0.2111234	0.20385903	-0.14648403	0.08932726	0.07203547	-0.20954041632	-0.414797282134
"LTN1"	26046	-0.3053292	-0.191709	-0.16285564	-0.02969414	-0.25516314	0.07250438	0.156367023383	0.485220270173
"LTV1"	84946	-0.8444622	-0.8816348	-0.9085551	-1.1276257	-1.2302314	-1.3103665	-1.05355857637	-1.2097774019
"LUC7L"	55692	0.0167106	-0.1608783	-0.17342129	-0.01046234	-0.02243775	-0.05257686	-0.0916451843115	0.1329818894
"LUC7L2"	51631	-0.3956896	-0.8385481	-0.3705199	-0.6118845	-0.3837785	-0.4186884	-0.611035032778	-1.05277905397
"LUC7L3"	51747	-1.786874	-1.41352	-1.638563	-1.476656	-1.439756	-1.496827	-0.410095051895	-0.336530599439
"LUM"	4060	-0.1112909	0.1252896	0.2438899	0.16859876	-0.0453737	-0.04312599	0.0222825701348	-0.323831164321
"LURAP1"	541468	-0.2203578	-0.2764055	0.184265535	0.157949444	-0.002916866	0.164188468	-0.408089017432	-0.67681724438
"LURAP1L"	286343	0.08279318	0.2375077	0.2531562	0.3964551	0.2331251	0.2688445	-0.130879876332	-0.79183056092
"LUZP1"	7798	-0.20086241	-0.02250904	0.03387339	0.05798072	0.16003543	0.09901235	-0.392820567696	-0.415070587227
"LUZP2"	338645	-0.1699811	0.251024	-0.008291922	-0.248528481	-0.002276478	0.031801642	-0.455264847677	0.225218939231
