"gene"	"entrez"	"MCF7"	"VCAP"	"MCF7_s"	"X22RV1"	"LNCAP_s"	"DU145"	"LNCAP_g"	"PC3"
"FARP1"	10160	0.1985385	-0.2115899	0.1307041	0.19423223	-0.01152556	-0.15134525	0.204210334362	0.48116637056
"FARP2"	9855	-0.14481131	0.01566203	0.37167985	0.45264894	0.07678522	0.16762545	-0.0767440295628	-0.315764006928
"FARS2"	10667	-1.0342924	-0.6872629	-0.66550524	-0.12912858	-0.08736024	-0.27314783	-0.823918323455	-0.531611088571
"FARSA"	2193	-1.300555	-1.060744	-1.494918	-1.257321	-1.192504	-1.528148	-1.00528154978	-1.33935925035
"FARSB"	10056	-1.844317	-1.92001	-1.456295	-1.382124	-1.089018	-1.208034	-1.46452180535	-1.5143858469
"FAS"	355	-0.1175239	0.0338636	-0.231721	-0.1409944	-0.294757	-0.3994087	-0.082977639552	-0.022593535422
"FASLG"	356	-0.2964879	-0.01335936	-0.243916	0.5415844	0.2305215	0.2048937	0.0279584550116	-0.158396613783
"FASN"	2194	-0.5106676	-0.4181972	-0.1203738	-0.1488721	-0.3184062	-0.2451119	-0.0352711608835	-0.741773874257
"FASTK"	10922	0.09187556	-0.06814531	0.06694987	-0.10638442	0.02527191	-0.04175813	0.261086027741	-0.0171089404774
"FASTKD1"	79675	0.12857929	0.02613674	-0.53323008	-0.04081125	-0.09770562	-0.32864624	0.16044423147	0.594454663646
"FASTKD2"	22868	0.2480453	0.2745555	0.008541528	0.24937618	-0.029663471	-0.099043462	0.148223068619	-0.0990913971654
"FASTKD3"	79072	0.5142856	0.0699791	0.21345284	0.23516748	0.12619954	0.05692419	-0.349086105692	-0.294829792264
"FASTKD5"	60493	-0.7585564	-0.4484988	-0.29087072	-0.21297059	0.01059672	-0.35058068	-0.849597755364	-0.784074874107
"FAT1"	2195	-0.06290566	0.19018375	0.01578402	0.23833318	0.06846355	-0.03820879	-0.0382753040852	-0.240987499914
"FAT2"	2196	0.03185957	0.13503097	0.1370318	0.15702685	0.13756791	0.06796071	-0.00472576832023	-0.290795668036
"FAT4"	79633	0.1827781	-0.1333295	0.0205759	-0.2339029	-0.2331612	-0.4583641	0.0297896062501	-0.133414068626
"FATE1"	89885	0.2075946	0.1759474	0.01169557	-0.07279397	0.0956542	-0.03010765	0.182034939778	0.348783640696
"FAU"	2197	-1.86149	-1.933385	-1.853293	-2.23923	-1.983802	-2.024958	-0.684711926666	-0.13022201166
"FAXC"	84553	0.1207628	0.1348606	-0.081382456	0.093600343	0.072168947	-0.008218557	-0.150430792327	-0.129288705681
"FAXDC2"	10826	0.2280584	0.1363667	0.09856165	-0.07038749	0.07901969	0.08937518	-0.0812887592359	-0.30444445317
"FBF1"	85302	0.1712446	-0.2107361	0.20733089	0.27473663	-0.09055708	-0.0259091	0.194661434436	0.00661154904256
"FBL"	2091	-1.333162	-1.528449	-0.923339	-1.147697	-1.163397	-1.170936	-1.67951094424	-2.72909856012
"FBLIM1"	54751	-0.4762989	-0.7886548	-0.3076951	-0.1291604	-0.3926032	-0.3769868	-0.00755814659029	-0.564243147177
"FBLN1"	2192	0.12309628	0.07494464	0.16489038	0.09826739	0.0646569	0.16058762	-0.0646673137861	0.170682099687
"FBLN2"	2199	0.02517535	0.20073871	-0.10928664	-0.08145807	0.1232483	0.09389706	-0.0728805025197	-0.558589706934
"FBLN5"	10516	0.06263583	-0.23488261	-0.07079876	-0.05075231	0.12892037	0.1882899	0.221282231469	-0.0375117095106
"FBLN7"	129804	-0.35998	0.1924645	-0.3394097	-0.4470241	-0.3388856	-0.3931053	-0.196899704374	-0.252928937507
"FBN1"	2200	-0.01940339	-0.15879549	0.40897264	0.04984238	0.03021422	0.03234604	-0.296358617005	-0.117225788498
"FBN2"	2201	0.5003058	0.1004105	0.22638221	0.2827342	0.01063074	-0.09698729	0.00603058214133	0.0282736849517
"FBN3"	84467	-0.3912091	-0.4281801	0.009035746	-0.022223887	-0.107564461	0.002247047	-0.489517628192	-1.20763359026
"FBP1"	2203	0.03644602	-0.43920761	-0.021635739	-0.044096141	-0.003249814	-0.131376955	-0.501674479706	-0.726530886166
"FBP2"	8789	0.06702195	-0.09930292	-0.1224106	-0.1100304	-0.1675582	-0.0884596	-0.457495255772	-0.767602568441
"FBRSL1"	57666	-0.08137528	-0.23585214	0.11354764	0.03031091	0.02399516	-0.13416529	-0.0674933045918	0.341395701486
"FBXL12"	54850	-0.1913154	-0.1331546	0.08993442	-0.07660187	0.01560805	0.16559597	-0.530388279185	-1.30795459482
"FBXL13"	222235	0.3595594	-0.105766	0.03661237	0.35613828	0.10538288	0.25217327	-0.0264921660627	0.548056082756
"FBXL14"	144699	0.06356842	-0.16683331	0.4408849	0.3378022	0.2749774	0.374658	-0.430627480453	-0.40356738115
"FBXL15"	79176	-0.24046196	0.02896939	0.17447985	-0.21375918	-0.12369535	-0.01893009	-0.152315296335	0.0325700602628
"FBXL16"	146330	0.04974695	-0.07334473	-0.068040686	-0.144676093	0.021846549	-0.006379853	-0.15772466952	-0.321060261026
"FBXL17"	64839	0.12880322	0.07772448	0.2021461	0.33569945	-0.03153287	0.01269112	-0.698773677198	-0.791926653746
"FBXL18"	80028	-0.1565626	-0.2172417	0.1919723	0.18155413	0.06636347	0.07143126	-0.495700307142	-0.13694384679
"FBXL19"	54620	-0.04939227	-0.19089114	-0.2633993	-0.1676026	-0.2207887	-0.4053223	-0.232463771068	-0.73438592871
"FBXL2"	25827	-0.1104121	-0.1393621	-0.2880679	-0.4283574	-0.0601734	-0.1051012	0.17884947698	-0.218622256215
"FBXL20"	84961	0.2721751	0.3441518	-0.007444144	-0.062544947	-0.094059266	-0.236394961	0.117804096498	0.119003034648
"FBXL22"	283807	0.3707462	0.1602511	-0.1451102	-0.142166	-0.1843765	-0.2163999	0.0429175802463	0.00939236816749
"FBXL3"	26224	-0.1264187	-0.1924424	0.06962973	-0.11542182	-0.10069192	-0.17981674	-0.419483369204	-0.173946484912
"FBXL4"	26235	0.0277085	0.3303834	-0.1733868	-0.15857294	-0.06049164	-0.52168189	-0.228577145628	-0.196366097452
"FBXL5"	26234	-0.28255125	0.08927721	-0.27877886	0.09327374	0.04908375	-0.37729918	0.18597531224	0.173066379574
"FBXL6"	26233	-0.2058271	-0.3187901	-0.3717563	-0.3720185	-0.5189236	-0.3838775	-0.310938645908	-0.839896226516
"FBXL7"	23194	-0.007994322	-0.244553755	0.2916497	0.2593529	0.1698948	0.327574	0.0871403425229	0.343874726598
"FBXL8"	55336	-0.1506041	-0.3799275	0.2225507821	-0.0399024567	-0.1054520606	-0.0005687233	0.354601821847	0.536335428921
"FBXO10"	26267	0.07497081	0.24924461	0.08537072	0.24084856	-0.11999929	-0.17486605	-0.0118577209477	-0.155395255117
"FBXO11"	80204	-0.05083553	-0.49983631	-0.09636523	-0.05992547	-0.04130664	0.03679529	-0.535891765694	-0.00955674208964
"FBXO15"	201456	0.29103	-0.1290929	-0.1092626	-0.1376279	0.1833042	0.1200938	-0.0828944998372	-0.327187315621
"FBXO16"	157574	0.25806015	-0.01104118	0.09145757	-0.11483587	0.03672048	0.11008201	-0.0968632356798	-0.161446302293
"FBXO17"	115290	0.18540591	0.03224429	-0.1314351	-0.1103727	-0.1135074	-0.263769	0.202508491399	0.0860287373598
"FBXO2"	26232	0.02130568	-0.2373983	-0.06558152	-0.37956843	0.12145823	0.07200284	-0.448249659338	-0.717866064159
"FBXO21"	23014	-0.4325411	-0.3430592	-0.04696062	0.16759279	0.08696119	0.03801139	-0.456684110768	-0.532439487185
"FBXO22"	26263	0.03365407	-0.47984289	-0.003254702	0.194557757	-0.07949068	-0.036380573	-0.251637902491	0.00264323017145
"FBXO24"	26261	-0.03545496	-0.07970585	0.06464283	0.15703775	0.17125315	0.08344119	-0.216753905847	-0.20688584048
"FBXO25"	26260	0.176675	-0.02857077	0.02839929	0.01934314	-0.19201437	-0.05046983	-0.241659348262	-0.00638543095842
"FBXO27"	126433	0.1139393	0.1423374	-0.12753665	0.04100412	-0.13087428	-0.20685453	-0.29101468884	-0.692734161249
"FBXO28"	23219	0.07109548	-0.7948888	-0.18505028	-0.03433853	-0.03489913	-0.10441881	-0.260027939792	-0.521374919742
"FBXO3"	26273	-0.2896603	-0.2455704	-0.322727612	0.275991772	0.004076494	-0.178010213	0.104577339848	-0.0680720111304
"FBXO30"	84085	0.2718418	0.1581766	0.30933198	0.21717425	0.05159957	-0.0937741	0.235607601198	0.0259597560394
"FBXO31"	79791	-0.142014099	-0.002362351	0.02518398	0.12431591	0.09720983	0.17216038	-0.215514727453	-0.0322398668853
"FBXO32"	114907	0.2208958	0.3132131	0.54419998	0.25932054	0.21840274	0.05620377	0.365181005983	0.0695254404041
"FBXO33"	254170	-0.2679384	0.1084696	0.04569248	-0.50619132	-0.12829593	0.06266247	-0.261447690823	-0.372845393192
"FBXO34"	55030	-0.11030685	0.008047056	-0.07924227	0.12478039	-0.06204466	0.07958328	-0.0476483710597	-0.476213132728
"FBXO36"	130888	-0.20069248	-0.07578118	-0.08717944	0.07172802	0.07969397	-0.10993358	-0.248848410798	-0.20129447884
"FBXO38"	81545	0.082082567	-0.003597009	-0.0822727	0.04822012	0.18994743	0.21973689	0.224052120534	0.155754495229
"FBXO39"	162517	-0.1533354	0.1010416	0.115637668	0.094551127	0.075177275	-0.002183211	-0.285499455198	-0.516875017266
"FBXO4"	26272	-0.08168533	0.12657908	0.04857426	-0.25554415	0.11105406	-0.01717658	0.437908584377	0.746034364148
"FBXO40"	51725	-0.06258607	0.09215729	0.09846406	0.01168964	-0.02901892	0.18237654	-0.138769313554	-0.225135815992
"FBXO41"	150726	-0.1140602	0.1058608	-0.12238949	-0.24600964	-0.08919449	-0.17646417	-0.182004415961	-0.663527026201
"FBXO42"	54455	0.1501446	0.1864262	-0.17107309	0.07072804	0.31106723	-0.43493624	0.762795537809	0.313903176654
"FBXO43"	286151	0.003285792	-0.150868147	-0.4362114	-0.3458486	-0.2220758	-0.1391568	-0.0417097333767	-0.657348582588
"FBXO44"	93611	0.1737032	-0.1171769	-0.02900074	0.03074706	-0.08021037	-0.06131177	0.0302186754276	0.265664311981
"FBXO45"	200933	-0.25954216	-0.08499169	0.2723075	0.4524292	0.1545432	0.2073886	-0.23725956616	-0.148912031384
"FBXO46"	23403	-0.1607437	-0.0501816	-0.12312758	-0.11823727	-0.10285609	-0.08557811	0.0879359606075	0.355387240977
"FBXO47"	494188	-0.3784547	-0.3187739	-0.03482479	0.01377731	0.05022916	-0.10532582	-0.316309525676	0.0292654675586
"FBXO48"	554251	0.2491524	0.0871619	-0.08259129	-0.26375598	-0.10310214	-0.11167282	-0.307946296986	-0.371130967031
"FBXO5"	26271	-0.9133751	-1.2662422	-0.9077971	-1.1401014	-1.1803958	-1.3642641	-0.339894980672	-0.449430870549
"FBXO6"	26270	0.1819781	0.1643463	0.09143257	0.12783188	-0.04927746	0.13322956	-0.153729485007	0.186946080998
"FBXO7"	25793	-0.1440185	-0.4048916	-0.018395256	0.193135806	0.003578716	-0.086385254	0.0644275322521	0.241131718136
"FBXO8"	26269	0.03446872	0.13802204	0.3626377	0.2103785	0.2539939	-0.0316819	-0.00358454343274	-0.0821652735729
"FBXO9"	26268	-0.37165783	-0.09564966	-0.42171296	-0.24687661	-0.09841505	-0.16667531	-0.198104984718	-0.478431737608
"FBXW10"	10517	0.13585113	0.04053663	-0.02658857	-0.16578204	-0.10450481	-0.25058815	0.0553316884322	-0.0355002520041
"FBXW11"	23291	0.02838988	-0.1070745	-0.2909393	-0.575581	-0.3436627	-0.5681675	-0.162625173683	0.142537937811
"FBXW12"	285231	-0.1728755	-0.3659763	0.05502264	-0.11974796	-0.01222014	-0.07171725	0.230841516667	0.364914416921
"FBXW2"	26190	-0.03201308	0.02982422	0.26695786	0.09280028	0.17090027	0.13273301	0.132551739344	0.195308723436
"FBXW4"	6468	-0.1022203	-0.4198733	-0.00134454	-0.21425054	0.06093731	0.04332043	-0.236501860127	-0.0472470117904
"FBXW5"	54461	-0.2798142	-0.06318532	-0.09825835	-0.06417936	-0.04714912	-0.02027211	-0.547041867155	-0.695729180614
"FBXW7"	55294	-0.2004395	0.2847935	0.132734	-0.4345294	-0.3021876	-0.1919088	-0.631410406051	-0.512777714094
"FBXW8"	26259	0.09781689	-0.07422983	0.33910091	0.01804645	0.09069503	-0.03913705	-0.144156032085	-0.491466271354
"FBXW9"	84261	-0.6714987	-0.4775073	-0.954007	-0.3881887	-0.2146929	-0.2307248	-0.325748348884	-0.526780691802
"FCAMR"	83953	-0.132456316	0.001336389	0.03648753	0.26046938	0.19454891	0.29208971	0.108448264355	0.318346400394
"FCAR"	2204	-0.140765752	-0.009908382	-0.19327767	0.164317774	0.086147943	-0.005781529	0.0163664166879	0.217878196798
"FCER1A"	2205	-0.18988672	-0.02743538	-0.09719491	-0.31417882	-0.06527601	-0.07653471	0.189716425473	0.124986818276
"FCER1G"	2207	0.1123897	0.2381277	-0.272666731	-0.008840861	-0.057390071	-0.160552943	-0.133724274025	-0.0981682442736
"FCER2"	2208	-0.1400261	-0.1659666	0.004695258	-0.1622803	7.358842e-05	0.1261477	0.569720137551	0.356685286251
"FCF1"	51077	-0.8458516	-1.0371315	-0.6317116	-0.5927502	-0.5787365	-0.8332827	-0.829608012091	-0.201592208393
"FCGR1A"	2209	-0.54453314	0.008937255	-0.4882814	-0.271387	-0.284135	-0.4043508	0.215781619198	0.789056488483
"FCGR2A"	2212	-0.2833943	-0.1539958	0.05337309	0.15131444	-0.148461714	-0.006066526	-0.0656891849047	0.20706891634
"FCGR2B"	2213	-0.052363901	-0.001080807	-0.5827208	-0.3861011	-0.2259456	-0.1772283	-0.196651079417	-0.000483635455986
"FCGR3A"	2214	-0.3188435	0.2538696	-0.5311427	0.10553125	-0.06034284	0.18755994	0.170606302553	-0.00649067209249
"FCGR3B"	2215	0.07107581	0.14835461	-0.01107533	-0.14907705	-0.09654556	0.02068252	-0.193795160815	-0.175961016224
"FCGRT"	2217	0.200569589	0.001114401	-0.079197444	-0.100575981	0.04092251	-0.003528913	0.311137251505	0.29490892175
"FCHO1"	23149	-0.2637824	-0.2210655	-0.49911603	-0.11911528	-0.04219643	-0.20521153	-0.270956681804	-0.673319399156
"FCHO2"	115548	-0.06083362	0.07500905	0.02169495	-0.50364187	-0.462395	-0.2818963	-0.499732970805	0.231721186643
"FCHSD1"	89848	0.14323128	-0.03950054	0.12763656	-0.10003615	0.07933314	-0.02990935	-0.0726134477197	0.430651371099
"FCHSD2"	9873	-0.221212059	-0.002016306	-0.33144269	-0.22499184	-0.06819618	-0.07387151	-0.0688410160836	0.131283051704
"FCMR"	9214	-0.1830365	-0.1211041	-0.45286587	-0.09217895	-0.19092947	0.02492505	-0.21430339982	-0.378599506526
"FCN1"	2219	-0.01202761	-0.31013454	0.15796684	0.10984778	0.10663265	0.07679448	0.114667398429	0.477102393993
"FCN2"	2220	-0.4626711	-0.2542511	0.01402302	0.26353595	0.1293958	0.3008382	0.0463094285576	-0.128039767308
"FCN3"	8547	0.0563146	0.2255298	-0.13682743	0.11388588	-0.05252939	-0.08748086	0.191466042816	-0.0226622446643
"FCRL1"	115350	-0.2618897	0.3493386	0.17263886	0.04983015	0.06581183	-0.1140023	0.0617667492853	0.0639049907215
"FCRL2"	79368	0.1619787	0.2634268	0.05235593	-0.01942778	0.014547	-0.10016671	0.0291460688102	0.135389756307
"FCRL3"	115352	-0.11796454	0.06054921	-0.1063855	-0.18021162	-0.04695479	-0.02380185	0.106585342753	0.363905381113
"FCRL4"	83417	-0.2474032	-0.1029828	-0.27818069	0.05378574	-0.10446214	-0.1330639	0.297350739603	0.177769030766
"FCRL5"	83416	0.1353817	0.209358	-0.14743128	0.36015866	0.06300073	0.10763992	0.185338622181	0.451105177205
"FCRL6"	343413	-0.04545632	-0.01481303	-0.04063878	-0.04581693	-0.20258347	-0.22248048	-0.18628703507	0.269126357363
"FCRLA"	84824	0.2125485	0.4992244	-0.03533242	0.12509638	-0.03679302	0.11249728	0.0543313692644	0.138966423178
"FCRLB"	127943	-5.386073e-05	0.1269241	-0.20433607	-0.01197968	0.07892527	0.10273234	-0.291577424156	-0.579241748164
"FDCSP"	260436	-0.2554156	0.1235501	0.27855469	0.03890048	0.11787059	0.05420755	0.0500531596771	-0.131942178566
"FDFT1"	2222	-0.3759771	-0.1626883	-0.08024367	-0.26504257	0.12199468	0.04134168	0.291544985472	0.484916251258
"FDPS"	2224	-1.104023	-0.5649406	-1.1955361	-0.5783923	-0.474117	-0.5270169	-0.623469960131	-1.15181004696
"FDX1"	2230	-0.7466453	-0.4067947	-0.11919152	-0.28898702	-0.07919725	-0.02649523	-0.556480048062	-0.814893049087
"FDXACB1"	91893	0.05206718	-0.04502306	0.12324591	-0.1194932	-0.11340443	0.01839818	-0.560017213086	-0.934757513493
"FDXR"	2232	-0.8015723	-0.8447517	-0.7350921	-0.5659532	-0.3476096	-0.5513253	-0.856290538565	-0.640203883318
"FECH"	2235	-0.4792329	-0.8058469	-0.587772	-0.275504	-0.3676375	-0.5502493	-0.0694183622758	-0.449979810728
"FEM1A"	55527	-0.3720909	-0.3910584	-0.06134497	-0.03042836	0.20655413	0.21259494	0.00482758007338	-0.379234806011
"FEM1B"	10116	-0.180105	-0.3877529	-0.160657	-0.4374666	-0.1749548	-0.7022877	-0.0238281082282	0.130392698651
"FEM1C"	56929	-0.08818069	-0.13166034	0.008077798	0.101351072	-0.053705995	-0.018272042	0.0694592970749	-0.0212314923726
"FEN1"	2237	-1.094229	-0.513365	-0.7326356	-1.0706883	-0.4727234	-0.4813248	-0.973684061195	-0.717968460729
"FER"	2241	-0.04729365	0.16408285	0.32925538	-0.40312837	-0.08173131	-0.11318251	0.125227307051	0.554075264956
"FER1L6"	654463	-0.169416893	-0.007316351	0.09251562	0.02987288	0.20393077	0.16790584	0.0556257542907	-0.186216409495
"FERD3L"	222894	0.03533091	0.0175324	0.2790145	0.401245	0.146228	0.3251274	0.357531198967	0.810875852617
"FERMT1"	55612	-0.01529957	-0.03358493	0.12576744	-0.03245861	0.10767655	-0.02704533	0.144890468555	0.629151494166
"FERMT2"	10979	-0.6911066	-0.3632497	-0.5886811	-0.1558497	-0.1369045	-0.7590658	-0.163272652184	-0.779061788157
"FERMT3"	83706	-0.20873861	-0.04211738	-0.06405476	-0.42046481	-0.45211504	-0.38035295	0.000393572282998	0.43654315919
"FES"	2242	-0.32330082	-0.01015886	-0.2512451	-0.1992944	-0.3241609	-0.2170731	-0.225824771297	-0.0730736528911
"FETUB"	26998	-0.1903315	-0.5648276	-0.05078991	-0.09324494	-0.01260638	-0.09732062	0.504660027614	0.595684292226
"FEV"	54738	-0.293378	-0.160715	0.004710517	0.178310026	-0.058472281	0.098605648	-0.211570425615	-0.425042036401
"FEZ1"	9638	0.2110935	0.2400695	0.05039133	-0.13241847	-0.03887146	-0.09017864	0.278524611515	0.358753196346
"FEZ2"	9637	0.02038971	0.23255708	0.43468007	0.22039441	0.07029273	0.25499565	-0.0349749052158	0.502743686771
"FEZF1"	389549	0.3211049	0.246036	0.13890537	0.33641717	0.04609654	0.10147311	0.0251192887762	-0.383621520938
"FEZF2"	55079	-0.2028975	-0.1496492	-0.13625783	-0.04428914	0.010167	-0.01869455	0.217747142175	0.3499244325
"FFAR1"	2864	-0.3664235	-0.1703652	-0.18354636	-0.13234224	-0.03216349	-0.22192419	-0.00502636580418	-0.0502046588579
"FFAR2"	2867	-0.237649	-0.1079578	-0.1034561	-0.1838661	-0.2822744	-0.4631062	-0.249534105291	-0.358279019397
"FFAR3"	2865	0.170903	0.2877213	0.155424369	-0.098497854	0.09663101	-0.005077413	0.142384093925	0.396522701813
"FFAR4"	338557	0.1842167	-0.1001242	-0.1717588	-0.5467686	-0.266963	-0.2936702	0.209639139966	-0.119781339209
"FGA"	2243	-0.0002937906	0.0538598625	0.20779607	0.0830663	0.06382243	-0.01690957	-0.0849208389482	-0.141206850506
"FGB"	2244	0.1532054	0.2021686	0.2395873	0.3754764	0.3662312	0.3217935	0.35209657817	0.168757153403
"FGD1"	2245	0.0727847	-0.322576	-0.0146660757	0.0008140907	-0.0246353265	0.0586479146	0.338933104997	0.085606118241
"FGD2"	221472	0.1577694	-0.2356152	-0.2092245	-0.16417176	-0.02404044	-0.07756925	-0.0388191411514	-0.145267110933
"FGD3"	89846	0.1875334	0.131845	0.24499659	-0.04615507	-0.05689031	-0.04392555	-0.350385444068	-0.573075352255
"FGD4"	121512	0.04261921	0.07081848	0.114193754	-0.114502126	-0.003510724	-0.08785735	-0.0355015888157	0.540059440895
"FGD5"	152273	-0.0702671	-0.385855	-0.02557259	0.26410601	0.07273112	0.13380048	0.0817254495053	-0.0393193009303
"FGD6"	55785	-0.2276597	0.1124218	-0.293959593	-0.015343067	0.001565338	-0.06948192	-0.207996283344	-0.237954333266
"FGF1"	2246	0.22288635	0.05135631	0.19695369	0.10407754	-0.12439683	-0.09102772	-0.132947703074	-0.0200572161106
"FGF10"	2255	-0.07756437	0.1992854	0.02952896	-0.10572064	0.19108199	0.23032961	0.3756099431	0.395946511514
"FGF11"	2256	0.2245332	-0.2982655	0.212016137	0.134178419	0.251299192	-0.008649212	-0.254991029481	-0.448099400512
"FGF12"	2257	0.01625339	0.19070405	-0.075415027	-0.131721164	0.009998293	0.095331261	0.0213272725324	0.198792453753
"FGF13"	2258	-0.1857693	-0.1003811	0.312554	0.129925	0.1907633	0.278109	0.299503407858	-0.0369522050715
"FGF14"	2259	0.1289575	-0.1032801	0.12537017	0.04776922	0.0958775	0.10802259	-0.0693481388617	0.072881396229
"FGF17"	8822	0.11963	0.02516401	0.46611875	0.01863999	0.31444779	0.36562785	-0.387002854125	-0.698630935571
"FGF18"	8817	0.1528302	0.2001499	0.03443422	-0.01308606	-0.05350292	-0.02884173	0.0477526108851	0.0742427092352
"FGF19"	9965	0.1070632	0.2684663	-0.25463601	-0.1748288	-0.03354414	0.14466202	-0.226433996222	-0.314123976492
"FGF2"	2247	0.22184223	0.07114424	0.12509172	-0.26516072	-0.08488594	-0.21219456	0.184516574821	-0.31579589375
"FGF20"	26281	-0.10388577	0.02804894	0.20228269	-0.11731878	0.03704191	0.19209844	-0.135363159253	0.0448896014781
"FGF21"	26291	-0.03719266	-0.22366119	-0.2565251	-0.19454574	-0.03553409	-0.16966606	-0.0421352407514	-0.0666288752298
"FGF22"	27006	-0.3592504	-0.2178776	0.28598753	0.16033757	0.05703089	0.14108697	-0.262445788972	-0.285813541887
"FGF23"	8074	-0.13099185	0.08927607	0.4203887	0.1047783	0.1995044	0.2588906	0.0241663216799	-0.697637743098
"FGF3"	2248	0.25209455	-0.01639878	-0.03949986	0.06892975	0.16560096	0.21226556	-0.151799799877	-0.273189214648
"FGF4"	2249	0.1152646	0.2688588	0.08752782	0.33890345	0.06671781	0.21158161	0.400759602854	0.810193269167
"FGF5"	2250	-0.02967079	-0.10303757	-0.004665842	-0.010657871	-0.030632001	-0.202476937	0.318207998274	0.111257719247
"FGF6"	2251	-0.2734803	-0.1078823	0.3344021	0.4878963	0.3084101	0.2339353	0.167565375482	-0.0826107524229
"FGF7"	2252	0.1671517	0.2005254	0.29035695	-0.08040188	-0.14219365	-0.05468616	-0.176703624242	0.0332005334106
"FGF8"	2253	-0.009210306	0.056905166	-0.21430008	-0.12786622	-0.02088924	0.05442051	-0.357244885387	-0.2865316599
"FGF9"	2254	0.07788292	0.13865215	0.14456361	0.15403199	-0.07218046	0.0126633	0.357499905971	0.381575585187
"FGFBP1"	9982	0.129318373	-0.002396402	0.2311754	0.1759262	0.2417841	0.1308582	0.321038417306	0.0537265751178
"FGFBP2"	83888	0.2298999	0.3153061	0.3575031	0.2090618	0.2924981	0.3254057	-0.0930117787152	0.0609644047166
"FGFBP3"	143282	-0.25347539	0.01459172	-0.21933557	-0.38039	-0.14571814	-0.06066011	0.0779007693007	-0.322763292727
"FGFR1"	2260	-0.165933	0.1328983	-0.007748904	0.224552808	0.047299738	0.054284336	-0.229614032645	-0.570037452907
"FGFR1OP"	11116	-1.129565	-1.03714	0.1605855	0.1227401	0.232466	0.1752258	-0.663933437102	-0.0537825509098
"FGFR1OP2"	26127	-0.4574167	-0.1174628	-0.03907703	-0.30167744	-0.32790097	-0.29477307	-0.58075037363	-1.04056111223
"FGFR2"	2263	0.0625111	-0.09006491	-0.13385785	-0.0638899	-0.16693965	0.09591408	-0.0824803273488	-0.0445869052599
"FGFR3"	2261	-0.08394496	-0.16231114	0.0599787	0.24051319	0.02024432	0.16770205	0.0585115276785	0.63675883321
"FGFR4"	2264	0.1105002	0.1337461	0.057582996	0.157816738	0.089109787	0.008092894	-0.0977709026086	-0.224829407896
"FGFRL1"	53834	0.08190235	-0.09017331	0.12672287	-0.07271129	-0.0991705	0.03781171	-0.120712613504	-0.117273808401
"FGG"	2266	-0.2792297	-0.1727808	-0.009621419	-0.197758206	0.024429371	-0.068149489	-0.602908832352	-1.33344721688
"FGGY"	55277	0.1826586	0.2753197	0.16418743	0.18888234	0.03600749	-0.05733134	0.526439651402	0.761552479567
"FGL1"	2267	-0.08071913	0.04655439	-0.178589895	-0.01192663	-0.052352835	-0.004624231	-0.255987857258	0.148870128693
"FGL2"	10875	0.030712586	-0.005276161	0.07251918	0.19231562	0.07526012	0.13351646	-0.389175182213	-0.381687479041
"FGR"	2268	0.07298481	-0.08373693	-0.10554331	0.32570565	0.07575961	0.02477101	0.11328513969	-0.170042031105
"FH"	2271	-0.2590603	-0.242693	-0.6127759	-0.2099291	-0.1400856	-0.4186249	-0.656808128213	-0.746493208393
"FHDC1"	85462	0.08637007	0.02557032	0.25866484	0.1884314	0.03870449	-0.13182964	-0.0990660325731	-0.22126283579
"FHIT"	2272	0.21939732	-0.07028345	-0.05494825	0.04282457	0.15199031	0.01723026	0.199540583708	0.633144115745
"FHL1"	2273	0.2174588	0.2324616	0.116088	0.2171039	0.111515	0.0802423	0.319600602806	0.382337099691
"FHL2"	2274	0.2215563	0.1514532	-0.02191134	-0.02497625	-0.08424498	-0.04447131	0.122544005224	0.369862099334
"FHL3"	2275	0.2625023	0.1413505	-0.09269138	0.10927902	-0.04386388	-0.02690175	-0.634337864611	-0.321669859637
"FHL5"	9457	0.2551447	0.1480564	-0.313172556	-0.008134802	-0.130889464	-0.220943655	0.071599467767	-0.26218757101
"FHOD1"	29109	0.1239427	0.3113751	0.12757232	-0.13121179	-0.09187979	0.06392309	0.0153170706806	0.364215983706
"FHOD3"	80206	-0.0710315	0.1413627	0.31582035	-0.00641679	0.12041401	0.27354817	0.263408356618	0.138363162764
"FIBCD1"	84929	-0.05060674	-0.10122664	-0.17824989	-0.04684371	-0.25966798	-0.15920097	-0.106768973461	-0.258868251048
"FIBIN"	387758	-0.20016621	0.04799901	-0.46849	-0.2443236	-0.4162406	-0.1652778	0.0345150122104	-0.298258871642
"FIBP"	9158	-0.3530213	-0.316291	0.1693886	-0.15712	-0.0543087	0.255946	-0.506088012786	-0.812766424243
"FICD"	11153	-0.115677215	0.006968421	-0.23420512	-0.17121107	-0.06247349	-0.3089046	-0.542693565111	-0.774695589528
"FIG4"	9896	0.013504	-0.1448284	-0.117192769	-0.059106805	-0.010265863	-0.002002804	0.298523612347	0.312722125536
"FIGLA"	344018	-0.10205295	-0.08963269	-0.2518373	-0.31731024	0.03437321	-0.15366576	-0.302428754465	-0.208005825615
"FIGN"	55137	-0.2527515	0.1114349	-0.238057604	-0.053991454	-0.115589478	-0.002005797	-0.270924018764	-0.995759395227
"FIGNL1"	63979	-0.19610815	-0.005968886	0.3020534	0.1715875	0.3155432	0.138221	-0.191215785284	-0.284279003648
